block_name,block_score
model.layers.0,166.05105590820312
model.layers.1,134.89947509765625
model.layers.2,122.79991912841797
model.layers.3,118.87013244628906
model.layers.4,110.38849639892578
model.layers.5,107.47276306152344
model.layers.6,98.05038452148438
model.layers.7,88.5400390625
model.layers.8,83.9195785522461
model.layers.9,82.75910186767578
model.layers.10,82.56829071044922
model.layers.11,85.6671142578125
model.layers.12,88.08443450927734
model.layers.13,92.70361328125
model.layers.14,91.46379089355469
model.layers.15,87.6958999633789
model.layers.16,94.95154571533203
model.layers.17,130.31358337402344
model.norm.weight,2.0546488761901855
